run,seed,fold,MAE,RMSE,peakMAE,n
★ 강화 최종 (아주얕은나무+피크가중),1,2021-08,7.423048600414392,10.220387062695705,8.800179681138875,725
★ 강화 최종 (아주얕은나무+피크가중),2,ALL,9.30433161200298,16.01112207890436,13.782326669575214,1757
★ 강화 최종 (아주얕은나무+피크가중),2,2021-05,17.736661486026282,29.244783011487087,17.125547260110277,336
★ 강화 최종 (아주얕은나무+피크가중),2,2021-06,1.0447014173249798,1.3195151569461459,,48
★ 강화 최종 (아주얕은나무+피크가중),2,2021-07,7.270548151023335,11.134138726208706,14.939773204197884,648
★ 강화 최종 (아주얕은나무+피크가중),2,2021-08,7.761008983571978,10.67614589134487,11.397535511350469,725
★ 강화 대안 (얕은나무+느린학습),0,ALL,8.910802267203405,16.591867927183667,16.140145470951783,1757
★ 강화 대안 (얕은나무+느린학습),0,2021-05,18.169026985319555,31.312230414935183,17.668163770778598,336
★ 강화 대안 (얕은나무+느린학습),0,2021-06,1.432165883081952,1.7836303653312149,,48
★ 강화 대안 (얕은나무+느린학습),0,2021-07,7.443348453998523,11.550222684589254,19.338156726579015,648
★ 강화 대안 (얕은나무+느린학습),0,2021-08,6.426831387351774,9.65977620994312,10.227246333605473,725
★ 강화 대안 (얕은나무+느린학습),1,ALL,9.156748873776419,16.363461997273674,15.580824361339578,1757
★ 강화 대안 (얕은나무+느린학습),1,2021-05,18.083632735988026,30.575740489487266,20.13989709636568,336
★ 강화 대안 (얕은나무+느린학습),1,2021-06,1.399368215327981,1.7428389413778025,,48
★ 강화 대안 (얕은나무+느린학습),1,2021-07,7.380597592408481,11.462453335993175,19.028603955467045,648
★ 강화 대안 (얕은나무+느린학습),1,2021-08,7.12070380374724,9.899911050673067,8.950707486422747,725
★ 강화 대안 (얕은나무+느린학습),2,ALL,8.885337026318762,16.248117243332306,15.86568788161789,1757
★ 강화 대안 (얕은나무+느린학습),2,2021-05,17.28005819571297,30.260663929851702,18.636042799674893,336
★ 강화 대안 (얕은나무+느린학습),2,2021-06,1.3680433731664845,1.709030700667698,,48
★ 강화 대안 (얕은나무+느린학습),2,2021-07,7.481774744169882,11.596678970210192,19.51981102689173,648
★ 강화 대안 (얕은나무+느린학습),2,2021-08,6.747008945308184,9.74766717990456,9.019609661381201,725
