fold,n,changed,MAE_base,MAE_corrected,MAE_delta,RMSE_base,RMSE_corrected,RMSE_delta,peakMAE_base,peakMAE_corrected,bias_base,bias_corrected
ALL,2092,160,8.549659416867572,7.440300870186517,-1.1093585466810545,16.160372632272182,12.706740105573271,-3.453632526698911,16.48035381853001,16.48035381853001,-0.2930836701606123,1.4052592219693663
2021-05,336,40,17.82527798056112,10.632018093084099,-7.193259887477019,32.50393194407361,19.063148794505498,-13.440783149568109,15.992292368214407,15.992292368214407,-7.776351907758353,1.0726093925035391
2021-06,48,0,1.4203402581625806,1.4203402581625806,0.0,1.7714702075104727,1.7714702075104727,0.0,,,1.1778114714391463,1.1778114714391463
2021-07,648,51,8.19440071599741,8.525487648239187,0.3310869322417762,12.971125541552905,14.148057738407859,1.1769321968549544,22.53342715741591,22.53342715741591,3.1221297668976877,3.52694291799311
2021-08,725,39,6.498168759241975,6.39747807932539,-0.10069067991658454,9.393160506824005,9.664633458515825,0.27147295169181973,8.44653809716638,8.44653809716638,-0.5450902743991043,-0.21376908500261144
2021-09,335,30,5.394847020327944,5.259365388633526,-0.13548163169441807,7.37308689260387,7.349561661403395,-0.023525231200475005,9.684572546199057,9.684572546199057,0.9410107832578378,1.1713258555731478
