axis,condition,n,MAE,RMSE,bias,p90_abs_error,under_rate,peak_rate,actual_mean,pred_mean
temperature_band,26℃ 초과,537,7.600533127776056,12.811648751726258,3.6554705512514603,21.32599506501783,0.5735567970204841,0.1973929236499069,89.09124767225326,85.4357771210018
previous_off_run,직전휴무 없음,1612,9.012502374687438,17.479984450683332,-0.30329455419504253,19.162422431767734,0.5198511166253101,0.09181141439205956,95.59739454094293,95.90068909513798
previous_off_run,1일 휴무 후,288,9.24592409610147,12.944304546258909,-1.471277281391358,23.011843817164145,0.4444444444444444,0.11805555555555555,99.10763888888889,100.57891617028025
previous_off_run,2~3일 휴무 후,48,3.146486466671274,4.318082981281715,2.215653707660723,8.71156258882424,0.6875,0.0,21.541666666666668,19.326012959005944
previous_off_run,4일+ 휴무 후,144,3.7769179306483514,5.67926037196404,1.341362933745863,8.870072800791823,0.5555555555555556,0.04861111111111111,35.916666666666664,34.5753037329208
special,전체,2092,8.549659416867572,16.160372632272182,-0.2930836701606122,18.67536536681995,0.515774378585086,0.09034416826003824,90.27342256214149,90.5665062323021
special,피크 구간(학습구간 상위5% 기준),189,16.48035381853001,21.071256681813065,16.024740764160494,36.72922854730796,0.9312169312169312,1.0,183.5873015873016,167.56256082314107
special,생산0 & 실제전력>100,28,6.774170207597779,10.027737391290382,5.515047201706161,16.15168252281319,0.75,0.0,111.67857142857143,106.16352422686525
special,휴무 직후,480,6.995278483522515,10.586491188626722,-0.25879211794498375,17.741477585809175,0.5020833333333333,0.08541666666666667,72.39375,72.65254211794499
special,전환시각(7·12·17시),261,7.602411344680791,13.415572553478569,-0.8926381142506603,17.83358475580252,0.5095785440613027,0.0,83.79310344827586,84.68574156252653
special,고온 가동(기온>22℃ & 생산>0),846,10.114992404043718,13.871565111071284,2.3989257210207717,22.237515467937165,0.5283687943262412,0.21040189125295508,140.29787234042553,137.89894661940477
special,고생산(900+),440,11.865424598521031,15.945400550229385,4.277280123231797,25.819011476806935,0.6,0.28863636363636364,160.0590909090909,155.78181078585914
special,주말,629,3.1358436053754386,5.100522448445515,-0.6118942696459297,8.634289681944768,0.4626391096979332,0.0,32.28139904610493,32.89329331575086
special,법정공휴일,96,36.711277845555465,54.55264262545437,-35.95102797168474,101.33644765686509,0.10416666666666667,0.010416666666666666,50.395833333333336,86.34686130501807
special,마지막 생산시간 이후,208,16.311321003916408,35.39845344880239,-12.838807464255561,81.45416259688551,0.38461538461538464,0.0,26.884615384615383,39.723422848870946
special,공휴일 & 생산종료 이후,31,88.05443318535448,90.51706399121572,-88.05443318535448,115.71823256307704,0.0,0.0,21.70967741935484,109.76411060470933
