model,fset,clone,MAE,RMSE,peakMAE,n,group,part
baseline_lag24,-,keep,27.467586206896552,53.18960230255015,43.75438596491228,725.0,전체,2021-08
baseline_요일x시간 평균,-,keep,33.07420597598865,46.1710780519916,33.7426211059722,725.0,전체,2021-08
baseline_전체 평균,-,keep,54.842733442802405,61.643748119588395,90.12151211361738,725.0,전체,2021-08
ensemble,full,down,15.658352468228017,23.61121247404539,10.374415154616797,725.0,전체,2021-08
ensemble,full,drop,27.385307381967923,43.35471851981096,24.175788058821514,725.0,전체,2021-08
ensemble,full,keep,13.360389591745069,21.961285105021446,12.44140106880461,725.0,전체,2021-08
ensemble,no_plan,down,15.201307165867263,23.97673372046493,21.066792220781085,725.0,전체,2021-08
ensemble,no_plan,drop,30.253427976580348,41.79086345221855,37.228269765305406,725.0,전체,2021-08
ensemble,no_plan,keep,14.836442008720498,23.350555489413892,23.49818101917531,725.0,전체,2021-08
lgbm,full,down,16.723839252123614,25.55803158093973,9.323753950212891,725.0,전체,2021-08
lgbm,full,drop,28.24083507306869,45.19926227839738,24.159611056418264,725.0,전체,2021-08
lgbm,full,keep,13.62276670701944,22.687370587747157,11.370297311472491,725.0,전체,2021-08
lgbm,no_plan,down,15.312996528429077,24.41119268298351,15.348110073371156,725.0,전체,2021-08
lgbm,no_plan,drop,46.53162297909241,66.62151866263373,77.17145188403795,725.0,전체,2021-08
lgbm,no_plan,keep,15.299210623400837,25.0170842884246,17.8863626496083,725.0,전체,2021-08
ridge,full,down,20.323089519899906,26.246992577285674,16.052696708507266,725.0,전체,2021-08
ridge,full,drop,23.78058063414681,31.251738536878158,29.846246779851842,725.0,전체,2021-08
ridge,full,keep,20.5199144624266,26.472813564526138,17.92380341895387,725.0,전체,2021-08
ridge,no_plan,down,18.29464605541173,26.412582755440276,30.65880419338662,725.0,전체,2021-08
ridge,no_plan,drop,30.253427976580348,41.79086345221855,37.228269765305406,725.0,전체,2021-08
ridge,no_plan,keep,17.418571380089986,25.099642915241727,32.51525677600135,725.0,전체,2021-08
